id_hogar,cve_municipio,municipio,pa_mediana_remesa,pa_media_remesa,pa_desv_remesa,pa_cv_remesa,pa_pendiente_24m,pa_pendiente_norm,pa_n_meses_sin_envio,pa_max_racha_sin_envio,pa_fuerza_estacional,pa_antiguedad_meses,pa_cuota_propuesta_mxn,pa_ratio_remesa_cuota,pb_edad,pb_genero_F,pb_n_dependientes,pb_escolaridad_ord,pb_vivienda_propia,pb_vivienda_rentada,pc_iim_dp2,pc_pct_viv_remesas,pc_pct_viv_emigrantes,pc_imn_2020,pc_escolaridad_promedio_mun,pc_pct_pob_ocupada_2sm,pc_score_regional,pc_sub_capacidad_pago,pc_sub_intensidad_migratoria
H001066,14016,Ayotlán,202.7707,219.9218652173913,67.71307044017432,0.30789603559082407,-0.7008959565217391,-0.003456593859575072,1,1,0.5278442484413912,83,3078.483856457776,1.1856071917816344,50.0,1.0,0.0,3.0,1.0,0.0,62.79345,9.502100653,1.88611782,0.885074326018974,7.07,72.7162514396557,0.488995,0.403234,0.784569
H001067,14016,Ayotlán,417.4434,447.39809130434776,146.08582668098018,0.3265231334695248,-5.420739695652173,-0.012985568092949065,1,1,0.5899784457204267,106,5999.994874048552,1.2523312698982143,46.0,1.0,1.0,4.0,1.0,0.0,62.79345,9.502100653,1.88611782,0.885074326018974,7.07,72.7162514396557,0.488995,0.403234,0.784569
H001068,14016,Ayotlán,332.5232,324.43252173913044,81.07738774147684,0.24990524164118635,2.379769565217392,0.0071567023450315416,1,1,0.31210402663014913,29,4933.905694746136,1.2131195791548195,46.0,0.0,3.0,3.0,0.0,1.0,62.79345,9.502100653,1.88611782,0.885074326018974,7.07,72.7162514396557,0.488995,0.403234,0.784569
H001069,14016,Ayotlán,270.77135,278.5402045454545,72.8115467922465,0.2614040831594367,-4.549640739130434,-0.01680251894866438,2,1,0.6470631110759796,61,4010.6632402528985,1.2152314986417732,40.0,1.0,4.0,1.0,0.0,1.0,62.79345,9.502100653,1.88611782,0.885074326018974,7.07,72.7162514396557,0.488995,0.403234,0.784569
H001070,14016,Ayotlán,604.0753,622.9657541666667,192.0259423167858,0.3082447807643238,5.41648995652174,0.00896658074998554,0,0,0.9261324397246946,69,9245.253362801204,1.1761013974748982,28.0,1.0,0.0,0.0,0.0,1.0,62.79345,9.502100653,1.88611782,0.885074326018974,7.07,72.7162514396557,0.488995,0.403234,0.784569
H001071,14016,Ayotlán,262.231,285.2354043478261,81.03776422280752,0.2841083644861534,1.11941752173913,0.004268822228261075,1,1,1.0,127,4049.1496938594087,1.165715855642034,26.0,1.0,0.0,3.0,1.0,0.0,62.79345,9.502100653,1.88611782,0.885074326018974,7.07,72.7162514396557,0.488995,0.403234,0.784569
H001072,14016,Ayotlán,452.4502,493.0274999999999,161.00032353123055,0.3265544488516981,4.86969456521739,0.010762940463320362,1,1,0.9999692095486196,48,6437.183689735981,1.2651656364856707,53.0,0.0,5.0,1.0,1.0,0.0,62.79345,9.502100653,1.88611782,0.885074326018974,7.07,72.7162514396557,0.488995,0.403234,0.784569
H001073,14016,Ayotlán,475.27065,563.8508818181818,217.35888247456563,0.385490010716441,1.2314062608695668,0.0025909579328527166,2,1,0.9315033935498046,37,7992.065244243171,1.0704206533051301,42.0,1.0,1.0,4.0,0.0,0.0,62.79345,9.502100653,1.88611782,0.885074326018974,7.07,72.7162514396557,0.488995,0.403234,0.784569
H001074,14016,Ayotlán,332.60205,333.7998272727273,84.25072236420677,0.25239893936604907,0.029355739130435366,8.826084845368621e-05,2,1,0.9866086556125895,86,4988.680422725438,1.2000842693245213,38.0,0.0,2.0,1.0,0.0,0.0,62.79345,9.502100653,1.88611782,0.885074326018974,7.07,72.7162514396557,0.488995,0.403234,0.784569
H001075,14016,Ayotlán,561.4228,600.5319772727272,174.49678452251786,0.2905703461703779,4.31276091304348,0.0076818414090832786,2,2,0.35222427605551443,33,8000.137309419067,1.263179619192539,45.0,0.0,1.0,1.0,0.0,0.0,62.79345,9.502100653,1.88611782,0.885074326018974,7.07,72.7162514396557,0.488995,0.403234,0.784569
H001076,14016,Ayotlán,483.71095,508.8961791666666,171.74387847436478,0.33748313606048436,2.4653306521739116,0.005096702177558543,0,0,0.9264209600202504,30,7398.7684538147305,1.1767900501752915,55.0,1.0,0.0,3.0,0.0,0.0,62.79345,9.502100653,1.88611782,0.885074326018974,7.07,72.7162514396557,0.488995,0.403234,0.784569
H001077,14016,Ayotlán,382.88715,410.5972583333333,147.7565374114603,0.35985758407453317,1.8589632173913047,0.0048551204118271,0,0,0.2953085518192139,61,5948.967890615203,1.1585150276020868,47.0,1.0,3.0,3.0,1.0,0.0,62.79345,9.502100653,1.88611782,0.885074326018974,7.07,72.7162514396557,0.488995,0.403234,0.784569
H001078,14016,Ayotlán,305.2759,322.2573652173913,98.02763397608216,0.3041905152732624,-2.264760782608696,-0.007418734274827119,1,1,0.7056598194198809,101,4627.599650125039,1.1874333597227935,37.0,0.0,1.0,3.0,0.0,1.0,62.79345,9.502100653,1.88611782,0.885074326018974,7.07,72.7162514396557,0.488995,0.403234,0.784569
H001079,14016,Ayotlán,723.99155,728.0463624999999,255.13698767833282,0.3504405774410182,-6.811209347826089,-0.009407857519643827,0,0,1.0,50,10430.982079532094,1.24934045525506,60.0,0.0,4.0,1.0,1.0,0.0,62.79345,9.502100653,1.88611782,0.885074326018974,7.07,72.7162514396557,0.488995,0.403234,0.784569
H001080,14016,Ayotlán,550.6040499999999,576.3728291666666,196.72415611095494,0.34131406991440477,-5.932270391304348,-0.010774113251263496,0,0,0.65063431448326,47,8239.272240255023,1.2028820763535344,64.0,1.0,4.0,1.0,1.0,0.0,62.79345,9.502100653,1.88611782,0.885074326018974,7.07,72.7162514396557,0.488995,0.403234,0.784569
H001081,14016,Ayotlán,434.5514,453.26134090909085,139.08528224381465,0.30685450024230176,7.729492130434782,0.01778729082551519,2,1,0.803456640742406,174,7637.3268085666905,1.024170550254082,51.0,1.0,4.0,2.0,1.0,0.0,62.79345,9.502100653,1.88611782,0.885074326018974,7.07,72.7162514396557,0.488995,0.403234,0.784569
H001082,14016,Ayotlán,397.38415,414.31137916666665,135.34869289359688,0.3266835035181344,5.543179695652174,0.013949171590392256,0,0,1.0,212,5621.328530886377,1.2724598216770868,57.0,1.0,2.0,4.0,0.0,1.0,62.79345,9.502100653,1.88611782,0.885074326018974,7.07,72.7162514396557,0.488995,0.403234,0.784569
H001083,14016,Ayotlán,309.8792,300.6108857142857,89.16016263285574,0.2965965867170813,-0.2519146956521745,-0.0008129448367369429,3,1,0.86313203829514,55,4297.221553997248,1.298007452003852,60.0,1.0,2.0,1.0,1.0,0.0,62.79345,9.502100653,1.88611782,0.885074326018974,7.07,72.7162514396557,0.488995,0.403234,0.784569
H001084,14016,Ayotlán,156.969,166.5262652173913,42.86261233037704,0.2573925036655458,-2.550963695652174,-0.01625138527768014,1,1,0.42161173641868166,77,2293.3313740807794,1.2320251804571865,59.0,1.0,1.0,2.0,1.0,0.0,62.79345,9.502100653,1.88611782,0.885074326018974,7.07,72.7162514396557,0.488995,0.403234,0.784569
H001085,14016,Ayotlán,436.32525,452.6854,141.28846962463464,0.31211183224516326,1.5442052173913043,0.0035391149547070776,0,0,0.9768548791350061,119,6933.471554032658,1.1327448939243179,52.0,1.0,1.0,1.0,0.0,0.0,62.79345,9.502100653,1.88611782,0.885074326018974,7.07,72.7162514396557,0.488995,0.403234,0.784569
H001086,14016,Ayotlán,283.5828,317.3109666666666,93.03536420262101,0.29319933433108897,2.845015173913043,0.010032396795267707,3,1,0.7667603405257428,67,4714.806782828928,1.0826510258257622,52.0,1.0,4.0,3.0,1.0,0.0,62.79345,9.502100653,1.88611782,0.885074326018974,7.07,72.7162514396557,0.488995,0.403234,0.784569
H001087,14016,Ayotlán,407.61865,409.12922499999996,99.6737499110811,0.24362412612074122,-0.7437837391304356,-0.0018247048782739348,0,0,1.0,39,6051.1660015029,1.2125160172729865,51.0,0.0,5.0,1.0,0.0,1.0,62.79345,9.502100653,1.88611782,0.885074326018974,7.07,72.7162514396557,0.488995,0.403234,0.784569
H001088,14016,Ayotlán,1093.81585,1187.4576666666667,346.74724782831015,0.29200809221407487,-5.020377652173916,-0.004589783236523695,0,0,1.0,120,16624.418229760184,1.1843232664078627,32.0,0.0,1.0,4.0,0.0,1.0,62.79345,9.502100653,1.88611782,0.885074326018974,7.07,72.7162514396557,0.488995,0.403234,0.784569
H001089,14016,Ayotlán,681.1347499999999,668.3013818181818,154.50175069887638,0.2311857417959225,-11.339605217391304,-0.01664810849452521,2,1,1.0,39,9615.99178480848,1.2750037410981614,53.0,0.0,1.0,1.0,1.0,0.0,62.79345,9.502100653,1.88611782,0.885074326018974,7.07,72.7162514396557,0.488995,0.403234,0.784569
H001090,14016,Ayotlán,480.1743,466.150447826087,146.6775095404165,0.31465701733089285,-6.807631000000001,-0.014177416408999817,1,1,0.9615954822398042,77,6699.6699519736385,1.290084058163767,29.0,1.0,3.0,3.0,1.0,0.0,62.79345,9.502100653,1.88611782,0.885074326018974,7.07,72.7162514396557,0.488995,0.403234,0.784569
H001091,14016,Ayotlán,359.5745,370.85797500000007,104.35791853760767,0.2813959131864635,1.4497596521739136,0.004031875597891157,0,0,0.5923426810075323,59,5234.445978527306,1.2364901704116875,35.0,1.0,4.0,3.0,1.0,0.0,62.79345,9.502100653,1.88611782,0.885074326018974,7.07,72.7162514396557,0.488995,0.403234,0.784569
H001092,14016,Ayotlán,530.86965,533.19385,191.25014074171804,0.35868782196515964,-6.929372086956523,-0.0130528691684607,0,0,0.9260255471338029,208,7783.344701837831,1.2277053202775003,61.0,1.0,0.0,1.0,0.0,1.0,62.79345,9.502100653,1.88611782,0.885074326018974,7.07,72.7162514396557,0.488995,0.403234,0.784569
H001093,14016,Ayotlán,598.3124,620.6464608695651,257.2235269613973,0.4144445238614763,12.758136173913043,0.021323536289592264,1,1,0.47784144759781433,118,8232.065039205114,1.3082529290900637,55.0,0.0,2.0,1.0,0.0,1.0,62.79345,9.502100653,1.88611782,0.885074326018974,7.07,72.7162514396557,0.488995,0.403234,0.784569
H001094,14016,Ayotlán,330.7486,336.611,83.61702306642157,0.2484084687262792,0.15238904347826182,0.0004607397989840677,2,1,0.9906140374068554,32,4601.365438303374,1.2938495930884333,63.0,1.0,2.0,2.0,1.0,0.0,62.79345,9.502100653,1.88611782,0.885074326018974,7.07,72.7162514396557,0.488995,0.403234,0.784569
H001095,14016,Ayotlán,327.1479,344.94113478260863,104.10602193389029,0.3018080809628598,3.052974652173912,0.009332093075254073,1,1,0.6397965970976953,118,4869.040885296962,1.2094090681764424,42.0,1.0,3.0,2.0,0.0,1.0,62.79345,9.502100653,1.88611782,0.885074326018974,7.07,72.7162514396557,0.488995,0.403234,0.784569
H001096,14016,Ayotlán,393.42475,400.4598791666667,85.18761014371893,0.21272445649484112,-0.30849421739130445,-0.0007841250897186932,0,0,0.8967282981894714,64,6087.490294794437,1.163311177030654,31.0,0.0,1.0,3.0,1.0,0.0,62.79345,9.502100653,1.88611782,0.885074326018974,7.07,72.7162514396557,0.488995,0.403234,0.784569
H001097,14016,Ayotlán,298.3768,304.4407130434782,97.21225405343387,0.31931423718466545,-0.19688069565217356,-0.0006598391552298086,1,1,0.5817927200441025,99,3896.78946366435,1.378258294444673,42.0,0.0,7.0,2.0,1.0,0.0,62.79345,9.502100653,1.88611782,0.885074326018974,7.07,72.7162514396557,0.488995,0.403234,0.784569
H001098,14016,Ayotlán,311.28685,298.49466666666666,85.61992446670376,0.2868390427970922,-0.8842873913043477,-0.0028407476618570546,0,0,1.0,35,4021.6181858487594,1.393260881830197,46.0,1.0,4.0,1.0,0.0,1.0,62.79345,9.502100653,1.88611782,0.885074326018974,7.07,72.7162514396557,0.488995,0.403234,0.784569
H001099,14016,Ayotlán,226.1221,240.19180869565216,63.29203482317584,0.26350621683095526,-2.363204608695652,-0.010451011239925917,1,1,0.1202710284145686,46,3297.871056416981,1.2341894908475057,46.0,0.0,2.0,4.0,0.0,1.0,62.79345,9.502100653,1.88611782,0.885074326018974,7.07,72.7162514396557,0.488995,0.403234,0.784569
H001100,14016,Ayotlán,818.3902499999999,873.0935136363637,260.3881471643737,0.2982362634672181,15.93351247826087,0.019469333216348646,2,1,1.0,95,11995.80957148816,1.2280142004765517,59.0,1.0,3.0,1.0,1.0,0.0,62.79345,9.502100653,1.88611782,0.885074326018974,7.07,72.7162514396557,0.488995,0.403234,0.784569
H001101,14016,Ayotlán,216.9481,208.2426565217391,60.599630807079905,0.2910048873716405,0.8245725652173913,0.0038007826075332823,1,1,0.9733612695836166,100,2985.6551069349584,1.3079426993859644,41.0,1.0,2.0,2.0,0.0,1.0,62.79345,9.502100653,1.88611782,0.885074326018974,7.07,72.7162514396557,0.488995,0.403234,0.784569
H001102,14016,Ayotlán,193.95015,212.72748749999997,69.70191933654719,0.3276582643629785,-0.5331872608695652,-0.0027490943465089623,0,0,0.32956334304454826,90,3035.096506137329,1.1502443803485563,49.0,1.0,3.0,4.0,1.0,0.0,62.79345,9.502100653,1.88611782,0.885074326018974,7.07,72.7162514396557,0.488995,0.403234,0.784569
H001103,14016,Ayotlán,124.4972,136.12299583333333,37.50401208946189,0.2755156236451125,1.30322647826087,0.010467917979367166,0,0,0.9996022765391399,33,1961.2235497010115,1.142628335429499,33.0,1.0,3.0,4.0,1.0,0.0,62.79345,9.502100653,1.88611782,0.885074326018974,7.07,72.7162514396557,0.488995,0.403234,0.784569
H001104,14016,Ayotlán,444.8005,496.1423434782609,188.30594657370955,0.3795401643277811,-3.849916913043478,-0.008655379013835366,1,1,0.6913075445720425,71,7235.45327802381,1.106552511964635,50.0,0.0,2.0,1.0,1.0,0.0,62.79345,9.502100653,1.88611782,0.885074326018974,7.07,72.7162514396557,0.488995,0.403234,0.784569
H001105,14016,Ayotlán,238.0626,235.63649130434786,76.78384309039188,0.32585718224440013,4.913449782608695,0.020639318324712472,1,1,0.8197971949700382,111,3576.7897370484266,1.1980370989143172,45.0,1.0,1.0,1.0,1.0,0.0,62.79345,9.502100653,1.88611782,0.885074326018974,7.07,72.7162514396557,0.488995,0.403234,0.784569
H001106,14016,Ayotlán,522.5359,590.9604652173913,194.28659428737234,0.3287641148987892,-5.372959434782609,-0.01028246946244767,1,1,0.8902398815876182,96,7702.191618015864,1.22116491856677,36.0,1.0,1.0,2.0,1.0,0.0,62.79345,9.502100653,1.88611782,0.885074326018974,7.07,72.7162514396557,0.488995,0.403234,0.784569
H001107,14016,Ayotlán,306.771,362.48962380952383,137.0516057914095,0.378084217559357,-3.3855202173913046,-0.011035985205222476,3,2,1.0,34,5358.409836585726,1.0305068422161663,42.0,0.0,2.0,1.0,0.0,0.0,62.79345,9.502100653,1.88611782,0.885074326018974,7.07,72.7162514396557,0.488995,0.403234,0.784569
H001108,14016,Ayotlán,678.14885,694.6655727272727,209.48948140196214,0.30156882624757364,-5.808804434782609,-0.00856567763077768,2,1,1.0,79,9711.559270730262,1.2569227000230332,43.0,1.0,1.0,3.0,1.0,0.0,62.79345,9.502100653,1.88611782,0.885074326018974,7.07,72.7162514396557,0.488995,0.403234,0.784569
H001109,14016,Ayotlán,234.4019,234.60612608695655,61.35501081315955,0.2615234812343237,1.6639416086956516,0.0070986694591453885,1,1,1.0,58,3736.0688802513973,1.1293245213712684,42.0,1.0,2.0,2.0,0.0,0.0,62.79345,9.502100653,1.88611782,0.885074326018974,7.07,72.7162514396557,0.488995,0.403234,0.784569
H001110,14016,Ayotlán,353.5495,397.9122347826088,138.42118033362922,0.3478686208511603,3.7933984347826084,0.010729469097771623,1,1,1.0,92,5624.355555327338,1.1314880322550342,66.0,1.0,2.0,1.0,1.0,0.0,62.79345,9.502100653,1.88611782,0.885074326018974,7.07,72.7162514396557,0.488995,0.403234,0.784569
H001111,14016,Ayotlán,667.1897,662.8418173913044,228.93282027498142,0.34538077452019356,1.5651053913043476,0.0023458176756990514,1,1,0.41317925134004796,26,9031.487779660925,1.3297271604624679,44.0,1.0,2.0,2.0,1.0,0.0,62.79345,9.502100653,1.88611782,0.885074326018974,7.07,72.7162514396557,0.488995,0.403234,0.784569
H001112,14016,Ayotlán,659.195,628.3678652173913,137.67225090518954,0.2190949896165683,-1.1046057826086955,-0.001675688957908806,1,1,1.0,36,9462.766690487431,1.25391551837878,42.0,1.0,1.0,3.0,1.0,0.0,62.79345,9.502100653,1.88611782,0.885074326018974,7.07,72.7162514396557,0.488995,0.403234,0.784569
H001113,14016,Ayotlán,608.39255,658.00955,173.03307010579874,0.26296437506993436,12.142772782608695,0.019958779545556065,0,0,0.568551137482975,58,8930.586964962211,1.22624256870963,20.0,1.0,3.0,3.0,0.0,0.0,62.79345,9.502100653,1.88611782,0.885074326018974,7.07,72.7162514396557,0.488995,0.403234,0.784569
H001114,14016,Ayotlán,416.172,483.21017619047615,183.72856377545628,0.38022494729712086,-2.1842507391304347,-0.00524843271323019,3,1,0.9756489891197583,188,7029.327327996439,1.0656917298707127,34.0,0.0,0.0,1.0,1.0,0.0,62.79345,9.502100653,1.88611782,0.885074326018974,7.07,72.7162514396557,0.488995,0.403234,0.784569
H001115,14017,Ayutla,356.2969,374.70472173913043,138.63670850200847,0.36998922206944435,-5.342060782608695,-0.014993284484396848,1,1,0.7691280424249977,68,5414.7701487960085,1.1844167016814238,42.0,1.0,1.0,1.0,1.0,0.0,60.38691,25.67529936,4.92487479,0.898063981779487,8.14,72.4485228290063,0.468596,0.48876,0.474465
H001116,14017,Ayutla,479.30005,507.53107500000004,198.05740267655443,0.39023699716624133,-2.236392782608696,-0.00466595566307305,0,0,0.929968450819868,116,7124.318237834227,1.2109791578629292,37.0,1.0,3.0,1.0,1.0,0.0,60.38691,25.67529936,4.92487479,0.898063981779487,8.14,72.4485228290063,0.468596,0.48876,0.474465
H001117,14017,Ayutla,232.0887,234.77141739130437,66.78164323816601,0.2844538912795247,-0.2931379999999998,-0.0012630429659005362,1,1,0.45992694284917435,32,3038.4118186202863,1.374927708745224,62.0,1.0,2.0,2.0,0.0,1.0,60.38691,25.67529936,4.92487479,0.898063981779487,8.14,72.4485228290063,0.468596,0.48876,0.474465
H001118,14017,Ayutla,261.8434,274.10880000000003,76.43153563757168,0.27883648988128684,4.956911043478262,0.01893082294026988,0,0,0.9143018233896448,40,4621.833889285112,1.0197642998219083,43.0,0.0,4.0,3.0,0.0,0.0,60.38691,25.67529936,4.92487479,0.898063981779487,8.14,72.4485228290063,0.468596,0.48876,0.474465
H001119,14017,Ayutla,734.61195,809.4955000000001,289.6068832097647,0.35776219041336815,-3.422954173913044,-0.004659540555953444,2,1,0.9562176025074229,37,10332.67585721135,1.2797280474806951,60.0,1.0,0.0,3.0,0.0,1.0,60.38691,25.67529936,4.92487479,0.898063981779487,8.14,72.4485228290063,0.468596,0.48876,0.474465
H001120,14017,Ayutla,562.3564,619.4908714285715,249.02072313923017,0.4019764206774801,11.64878760869565,0.02071424386509276,3,1,0.6639513503792283,52,8296.497416591292,1.2200829689595571,46.0,1.0,1.0,4.0,1.0,0.0,60.38691,25.67529936,4.92487479,0.898063981779487,8.14,72.4485228290063,0.468596,0.48876,0.474465
H001121,14017,Ayutla,236.47199999999998,261.53204166666666,86.27079658849709,0.32986702523606176,-1.9931097391304347,-0.008428523204144401,0,0,0.799604953988432,96,3163.672972867691,1.345428568788425,45.0,0.0,0.0,2.0,0.0,0.0,60.38691,25.67529936,4.92487479,0.898063981779487,8.14,72.4485228290063,0.468596,0.48876,0.474465
H001122,14017,Ayutla,410.3387,458.7381772727273,175.5461352402863,0.3826717372509445,3.2085596086956527,0.007819295642101641,2,2,0.9806058844435799,47,6417.724246901231,1.15089030251905,44.0,1.0,2.0,4.0,1.0,0.0,60.38691,25.67529936,4.92487479,0.898063981779487,8.14,72.4485228290063,0.468596,0.48876,0.474465
H001123,14017,Ayutla,252.6333,264.16231304347826,79.66653219983057,0.3015817482894251,3.984036608695653,0.01577003747603999,1,1,1.0,49,3650.447331778488,1.2457101792465854,45.0,1.0,1.0,1.0,1.0,0.0,60.38691,25.67529936,4.92487479,0.898063981779487,8.14,72.4485228290063,0.468596,0.48876,0.474465
H001124,14017,Ayutla,322.0239,324.73353043478255,99.89166355999444,0.30761117715885533,0.5082116521739132,0.0015781799182418234,1,1,0.46897185778586226,90,4818.878765989602,1.202858690056638,66.0,1.0,4.0,2.0,1.0,0.0,60.38691,25.67529936,4.92487479,0.898063981779487,8.14,72.4485228290063,0.468596,0.48876,0.474465
H001125,14017,Ayutla,787.5086,819.9110347826085,309.96109517771833,0.378042350972751,-13.98867139130435,-0.017763198257522966,1,1,0.998629970625696,42,10669.39629026306,1.3285807757404522,21.0,1.0,3.0,2.0,0.0,1.0,60.38691,25.67529936,4.92487479,0.898063981779487,8.14,72.4485228290063,0.468596,0.48876,0.474465
H001126,14017,Ayutla,165.1854,179.34318260869568,56.19238554280734,0.3133232316135042,0.20729339130434787,0.001254913517201568,1,1,0.9981419681175839,35,2415.2772158452262,1.2310542162587663,38.0,0.0,1.0,3.0,0.0,1.0,60.38691,25.67529936,4.92487479,0.898063981779487,8.14,72.4485228290063,0.468596,0.48876,0.474465
H001127,14017,Ayutla,199.80205,199.51720833333334,67.38803961949174,0.33775552586374685,3.2684825217391302,0.016358603536545946,0,0,0.8702445771247461,47,3082.519889045724,1.1667197713080686,45.0,1.0,4.0,3.0,0.0,1.0,60.38691,25.67529936,4.92487479,0.898063981779487,8.14,72.4485228290063,0.468596,0.48876,0.474465
H001128,14017,Ayutla,386.4405,426.73526956521744,121.0248856110009,0.28360647512053094,-1.3094510434782602,-0.0033884932958068844,1,1,0.5342805338114275,215,5863.058054100297,1.1863994754640728,53.0,1.0,3.0,1.0,1.0,0.0,60.38691,25.67529936,4.92487479,0.898063981779487,8.14,72.4485228290063,0.468596,0.48876,0.474465
H001129,14017,Ayutla,487.87585,474.8852291666667,135.2807889356269,0.28487049212505294,3.093431173913044,0.006340611395118335,0,0,0.6573331235075421,111,6766.552777716785,1.297819671032434,51.0,1.0,2.0,4.0,1.0,0.0,60.38691,25.67529936,4.92487479,0.898063981779487,8.14,72.4485228290063,0.468596,0.48876,0.474465
H001130,14017,Ayutla,310.07445,341.50792916666666,113.47115278481662,0.33226506061427086,-3.4605727391304346,-0.011160457558274906,0,0,1.0,226,4783.275192803056,1.1668448657099464,40.0,1.0,2.0,4.0,1.0,0.0,60.38691,25.67529936,4.92487479,0.898063981779487,8.14,72.4485228290063,0.468596,0.48876,0.474465
H001131,14017,Ayutla,680.1345,652.7305782608695,182.49969982000454,0.2795942244750589,-0.18262760869565228,-0.0002685169017240741,1,1,1.0,24,9225.793919966452,1.32697750526434,57.0,1.0,2.0,4.0,0.0,0.0,60.38691,25.67529936,4.92487479,0.898063981779487,8.14,72.4485228290063,0.468596,0.48876,0.474465
H001132,14017,Ayutla,363.51155,366.63508499999995,129.29380784472514,0.35264985031294854,8.372717,0.023032877497289977,4,2,0.5161444587844481,79,4941.689471880036,1.3240831778753344,57.0,0.0,0.0,2.0,1.0,0.0,60.38691,25.67529936,4.92487479,0.898063981779487,8.14,72.4485228290063,0.468596,0.48876,0.474465
H001133,14017,Ayutla,397.704,401.29820454545455,114.92668955965128,0.2863872508221842,0.5393709130434795,0.0013562119391393587,2,1,0.6838352261153169,46,6188.967685577145,1.1566827237897312,47.0,1.0,4.0,4.0,0.0,0.0,60.38691,25.67529936,4.92487479,0.898063981779487,8.14,72.4485228290063,0.468596,0.48876,0.474465
H001134,14017,Ayutla,394.264,377.7898,92.4988839148696,0.2448421950906816,-2.420262173913044,-0.006138684165719021,0,0,0.78616342462789,48,5621.905106970369,1.262339343152738,57.0,0.0,4.0,3.0,1.0,0.0,60.38691,25.67529936,4.92487479,0.898063981779487,8.14,72.4485228290063,0.468596,0.48876,0.474465
H001135,14018,La Barca,319.2512,322.5449695652174,97.30912782037569,0.3016916616357278,1.9837074347826091,0.006213625617640934,1,1,1.0,149,4883.3111433757795,1.1767674496422713,48.0,0.0,0.0,2.0,1.0,0.0,62.72558,12.66010133,2.38325465,0.903318648477127,8.4,69.2273698166016,0.539296,0.464942,0.775824
H001136,14018,La Barca,540.6531,551.6468782608696,136.75545951500092,0.24790398514741582,6.502340260869565,0.012026825076688851,1,1,0.31902255598864526,112,7665.290748640333,1.2695873019201804,38.0,1.0,2.0,2.0,0.0,1.0,62.72558,12.66010133,2.38325465,0.903318648477127,8.4,69.2273698166016,0.539296,0.464942,0.775824
H001137,14018,La Barca,253.3549,268.35145238095237,69.4162852013965,0.2586767635706811,-3.2074985652173913,-0.012660100772542357,3,2,0.6999590759871152,46,3808.7174668344724,1.1973553406654396,53.0,0.0,1.0,3.0,0.0,1.0,62.72558,12.66010133,2.38325465,0.903318648477127,8.4,69.2273698166016,0.539296,0.464942,0.775824
H001138,14018,La Barca,678.8823,747.4285318181818,251.22689796520478,0.33612163206303425,19.890121260869563,0.029298335309183292,2,1,0.4764303569548267,32,9801.21685179112,1.2467718636147593,46.0,0.0,2.0,3.0,0.0,1.0,62.72558,12.66010133,2.38325465,0.903318648477127,8.4,69.2273698166016,0.539296,0.464942,0.775824
H001139,14018,La Barca,548.00785,573.3148916666668,185.6816983801696,0.3238738450354566,5.225238,0.009534969252721471,0,0,1.0,31,8456.641423920251,1.1664372184563163,45.0,1.0,2.0,2.0,1.0,0.0,62.72558,12.66010133,2.38325465,0.903318648477127,8.4,69.2273698166016,0.539296,0.464942,0.775824
H001140,14018,La Barca,606.9236,590.8803434782608,174.48279182169392,0.29529293662840106,7.7207807391304355,0.012721174031015496,1,1,0.9779207582216305,62,8516.028760571493,1.2828308953793235,63.0,1.0,1.0,4.0,1.0,0.0,62.72558,12.66010133,2.38325465,0.903318648477127,8.4,69.2273698166016,0.539296,0.464942,0.775824
H001141,14018,La Barca,981.3072,1028.3822391304345,252.46849842286124,0.24550064053648002,6.161143347826088,0.006278506208683772,1,1,0.5909675303469447,46,15294.401348010128,1.154901666177219,28.0,1.0,1.0,1.0,1.0,0.0,62.72558,12.66010133,2.38325465,0.903318648477127,8.4,69.2273698166016,0.539296,0.464942,0.775824
H001142,14018,La Barca,456.8768,484.4969434782609,139.10913286592597,0.28712076461668684,-0.6720163043478266,-0.001470891724744672,1,1,0.706593880767524,60,6621.3997485716345,1.2420005908530187,31.0,1.0,2.0,2.0,0.0,1.0,62.72558,12.66010133,2.38325465,0.903318648477127,8.4,69.2273698166016,0.539296,0.464942,0.775824
H001143,14018,La Barca,371.4139,399.5951,115.10572573468573,0.2880558989203965,-2.2248994782608693,-0.005990350598781761,0,0,1.0,105,5792.1391957692,1.154228165801559,41.0,0.0,2.0,1.0,1.0,0.0,62.72558,12.66010133,2.38325465,0.903318648477127,8.4,69.2273698166016,0.539296,0.464942,0.775824
H001144,14018,La Barca,401.7271,433.6747545454545,100.50563351277157,0.23175347990480577,0.7622762608695655,0.0018974977313444014,2,1,0.676940831105638,165,6762.084313065842,1.0693578289208756,42.0,1.0,0.0,2.0,0.0,1.0,62.72558,12.66010133,2.38325465,0.903318648477127,8.4,69.2273698166016,0.539296,0.464942,0.775824
H001145,14018,La Barca,281.4791,308.61678333333333,104.8479794457367,0.33973518326931573,0.5457957391304349,0.0019390275836836015,0,0,1.0,50,4552.9330472479905,1.1128263357754644,27.0,1.0,0.0,1.0,0.0,1.0,62.72558,12.66010133,2.38325465,0.903318648477127,8.4,69.2273698166016,0.539296,0.464942,0.775824
H001146,14018,La Barca,410.0233,412.92940000000004,152.0080158124923,0.3681210778706778,6.193087217391303,0.015104232411649054,1,1,0.6349996198130557,101,5270.626127797845,1.4002927206456326,33.0,1.0,2.0,1.0,1.0,0.0,62.72558,12.66010133,2.38325465,0.903318648477127,8.4,69.2273698166016,0.539296,0.464942,0.775824
