id_hogar,cve_municipio,municipio,edad_receptor,genero_receptor,escolaridad,n_dependientes,tipo_vivienda_actual,antiguedad_recepcion_meses,remesa_mediana_esperada_usd
H003116,14039,Guadalajara,53,F,media_superior,4,prestada,110,858.93
H003117,14039,Guadalajara,37,M,primaria,1,propia,174,178.9
H003118,14039,Guadalajara,49,F,secundaria,2,propia,34,561.34
H003119,14039,Guadalajara,34,M,media_superior,2,propia,103,374.98
H003120,14039,Guadalajara,38,F,superior,3,propia,62,668.58
H003121,14039,Guadalajara,34,F,media_superior,4,propia,51,450.0
H003122,14039,Guadalajara,31,M,secundaria,2,propia,62,368.94
H003123,14039,Guadalajara,58,F,sin_estudios,2,propia,108,516.35
H003124,14039,Guadalajara,53,F,primaria,5,prestada,25,266.15
H003125,14039,Guadalajara,57,M,sin_estudios,2,rentada,61,359.92
H003126,14039,Guadalajara,45,F,primaria,1,rentada,48,207.38
H003127,14039,Guadalajara,54,F,sin_estudios,0,propia,62,528.22
H003128,14039,Guadalajara,24,F,secundaria,5,propia,54,645.39
H003129,14039,Guadalajara,55,F,secundaria,2,propia,36,465.87
H003130,14039,Guadalajara,47,F,secundaria,1,propia,230,419.39
H003131,14039,Guadalajara,53,M,secundaria,4,prestada,91,332.1
H003132,14039,Guadalajara,50,F,primaria,4,rentada,92,1121.1
H003133,14039,Guadalajara,33,F,secundaria,2,propia,65,373.77
H003134,14039,Guadalajara,27,F,superior,0,rentada,75,187.92
H003135,14039,Guadalajara,36,F,secundaria,2,prestada,96,489.71
H003136,14039,Guadalajara,52,M,media_superior,0,propia,42,389.54
H003137,14039,Guadalajara,53,F,primaria,0,prestada,48,966.85
H003138,14039,Guadalajara,29,F,secundaria,5,propia,49,377.85
H003139,14039,Guadalajara,33,F,secundaria,4,propia,86,206.34
H003140,14039,Guadalajara,36,M,media_superior,3,prestada,88,815.65
H003141,14039,Guadalajara,41,F,superior,5,propia,29,435.23
H003142,14039,Guadalajara,29,F,secundaria,1,rentada,59,293.94
H003143,14039,Guadalajara,28,M,media_superior,3,propia,40,1049.86
H003144,14039,Guadalajara,35,F,superior,2,propia,32,374.71
H003145,14039,Guadalajara,46,F,media_superior,3,prestada,44,295.74
H003146,14039,Guadalajara,31,M,sin_estudios,2,propia,28,583.79
H003147,14039,Guadalajara,44,M,sin_estudios,1,propia,66,585.68
H003148,14039,Guadalajara,58,F,superior,2,propia,119,574.53
H003149,14039,Guadalajara,29,M,media_superior,0,prestada,50,696.38
H003150,14039,Guadalajara,43,F,superior,2,prestada,118,161.6
H003151,14039,Guadalajara,57,M,primaria,0,propia,106,553.46
H003152,14039,Guadalajara,40,F,media_superior,2,propia,34,394.17
H003153,14039,Guadalajara,38,F,media_superior,4,propia,35,404.03
H003154,14039,Guadalajara,59,F,media_superior,2,prestada,73,302.76
H003155,14039,Guadalajara,41,M,media_superior,1,rentada,88,314.49
H003156,14039,Guadalajara,58,M,primaria,5,prestada,61,340.4
H003157,14039,Guadalajara,50,F,media_superior,2,propia,36,404.16
H003158,14039,Guadalajara,41,F,secundaria,2,propia,58,141.44
H003159,14039,Guadalajara,51,F,primaria,7,rentada,100,525.34
H003160,14039,Guadalajara,49,F,primaria,1,propia,93,590.55
H003161,14039,Guadalajara,57,M,superior,4,propia,88,469.3
H003162,14039,Guadalajara,38,F,primaria,1,prestada,76,495.7
H003163,14039,Guadalajara,45,M,secundaria,4,rentada,137,586.93
H003164,14039,Guadalajara,44,M,secundaria,5,propia,31,422.58
H003165,14039,Guadalajara,53,F,superior,2,propia,40,1015.89
H003166,14039,Guadalajara,33,F,secundaria,2,propia,32,380.57
H003167,14039,Guadalajara,57,M,primaria,6,propia,46,589.39
H003168,14039,Guadalajara,51,M,sin_estudios,2,propia,170,254.09
H003169,14039,Guadalajara,29,M,primaria,2,propia,36,357.8
H003170,14039,Guadalajara,59,F,primaria,1,prestada,36,625.8
H003171,14039,Guadalajara,72,F,media_superior,0,propia,95,352.6
H003172,14039,Guadalajara,57,M,primaria,0,propia,59,295.3
H003173,14039,Guadalajara,62,F,primaria,1,propia,161,443.47
H003174,14039,Guadalajara,46,M,media_superior,5,propia,161,387.38
H003175,14039,Guadalajara,25,M,sin_estudios,2,prestada,28,250.31
H003176,14039,Guadalajara,23,F,sin_estudios,2,rentada,58,319.81
H003177,14039,Guadalajara,48,F,secundaria,1,propia,147,419.22
H003178,14039,Guadalajara,38,F,sin_estudios,0,rentada,36,127.48
H003179,14039,Guadalajara,34,M,primaria,2,propia,120,387.52
H003180,14039,Guadalajara,44,F,superior,2,propia,58,252.86
H003181,14039,Guadalajara,52,F,media_superior,3,propia,39,337.99
H003182,14039,Guadalajara,28,M,media_superior,3,propia,127,214.5
H003183,14039,Guadalajara,40,M,secundaria,5,propia,46,323.16
H003184,14039,Guadalajara,63,F,sin_estudios,4,propia,107,852.92
H003185,14039,Guadalajara,32,M,media_superior,2,rentada,87,240.13
H003186,14039,Guadalajara,55,F,secundaria,3,propia,36,281.32
H003187,14039,Guadalajara,39,M,primaria,3,propia,112,320.75
H003188,14039,Guadalajara,52,M,primaria,2,propia,88,145.42
H003189,14039,Guadalajara,58,F,secundaria,3,propia,87,173.13
H003190,14039,Guadalajara,54,F,sin_estudios,3,propia,43,484.62
H003191,14039,Guadalajara,56,F,primaria,2,propia,84,289.66
H003192,14039,Guadalajara,31,M,primaria,0,prestada,72,848.99
H003193,14039,Guadalajara,58,F,secundaria,3,propia,123,247.87
H003194,14039,Guadalajara,35,F,sin_estudios,4,propia,117,872.42
H003195,14039,Guadalajara,48,M,secundaria,4,rentada,35,171.73
H003196,14039,Guadalajara,48,F,primaria,2,prestada,42,351.21
H003197,14039,Guadalajara,51,M,secundaria,6,propia,51,252.03
H003198,14039,Guadalajara,49,M,primaria,2,propia,127,532.72
H003199,14039,Guadalajara,35,F,secundaria,2,propia,46,280.91
H003200,14039,Guadalajara,29,F,secundaria,5,rentada,76,295.92
H003201,14039,Guadalajara,55,M,secundaria,0,propia,114,360.41
H003202,14039,Guadalajara,47,F,sin_estudios,2,propia,62,1193.34
H003203,14039,Guadalajara,59,F,secundaria,3,prestada,203,703.09
H003204,14039,Guadalajara,44,M,media_superior,4,propia,41,306.08
H003205,14039,Guadalajara,28,F,primaria,2,propia,88,244.71
H003206,14039,Guadalajara,57,F,secundaria,0,prestada,79,253.46
H003207,14039,Guadalajara,41,M,secundaria,3,propia,66,229.12
H003208,14039,Guadalajara,49,F,media_superior,2,prestada,50,599.54
H003209,14039,Guadalajara,37,F,secundaria,2,propia,42,270.02
H003210,14039,Guadalajara,65,F,superior,3,propia,57,649.68
H003211,14039,Guadalajara,34,F,secundaria,3,propia,102,647.29
H003212,14039,Guadalajara,41,F,secundaria,1,rentada,29,351.81
H003213,14039,Guadalajara,46,F,primaria,3,prestada,69,193.25
H003214,14039,Guadalajara,32,F,secundaria,0,prestada,81,535.81
H003215,14039,Guadalajara,49,M,primaria,3,rentada,64,214.67
H003216,14039,Guadalajara,64,F,secundaria,4,rentada,61,379.3
H003217,14039,Guadalajara,39,M,primaria,2,propia,41,746.11
H003218,14039,Guadalajara,50,F,secundaria,3,propia,77,126.92
H003219,14039,Guadalajara,45,F,media_superior,1,propia,72,333.86
H003220,14039,Guadalajara,41,M,superior,2,propia,97,282.66
H003221,14039,Guadalajara,35,F,primaria,0,prestada,108,307.09
H003222,14039,Guadalajara,58,F,superior,3,rentada,106,200.03
H003223,14039,Guadalajara,41,M,media_superior,4,propia,65,966.54
H003224,14039,Guadalajara,43,M,media_superior,3,propia,54,408.84
H003225,14039,Guadalajara,40,F,media_superior,1,propia,101,150.86
H003226,14039,Guadalajara,22,F,primaria,1,propia,34,448.29
H003227,14039,Guadalajara,31,M,media_superior,1,prestada,89,630.55
H003228,14039,Guadalajara,57,F,secundaria,5,rentada,66,367.02
H003229,14039,Guadalajara,20,M,media_superior,2,propia,104,790.62
H003230,14039,Guadalajara,36,F,primaria,2,propia,86,148.35
H003231,14039,Guadalajara,40,F,primaria,1,propia,124,633.87
H003232,14039,Guadalajara,66,M,primaria,4,propia,132,338.7
H003233,14039,Guadalajara,54,M,secundaria,1,propia,116,253.47
H003234,14039,Guadalajara,38,F,secundaria,2,propia,118,542.27
H003235,14039,Guadalajara,61,F,superior,1,propia,189,537.15
H003236,14039,Guadalajara,36,M,sin_estudios,2,propia,63,750.95
H003237,14039,Guadalajara,57,F,primaria,4,propia,176,734.86
H003238,14039,Guadalajara,29,M,primaria,1,propia,40,392.26
H003239,14039,Guadalajara,58,F,primaria,1,propia,41,183.91
H003240,14039,Guadalajara,40,F,secundaria,1,propia,192,167.17
H003241,14039,Guadalajara,33,M,media_superior,4,rentada,64,174.55
H003242,14039,Guadalajara,42,M,superior,4,propia,26,312.08
H003243,14039,Guadalajara,48,F,primaria,5,prestada,35,424.13
H003244,14039,Guadalajara,39,M,primaria,1,propia,26,486.57
H003245,14039,Guadalajara,52,F,media_superior,3,rentada,87,491.85
H003246,14039,Guadalajara,38,F,primaria,3,propia,33,262.06
H003247,14039,Guadalajara,52,F,media_superior,1,prestada,49,703.68
H003248,14039,Guadalajara,50,M,secundaria,2,propia,39,783.1
H003249,14039,Guadalajara,44,F,media_superior,1,rentada,114,240.7
H003250,14039,Guadalajara,40,F,sin_estudios,0,propia,75,361.83
H003251,14039,Guadalajara,47,M,superior,3,prestada,38,515.87
H003252,14039,Guadalajara,52,F,superior,4,rentada,112,731.12
H003253,14039,Guadalajara,70,F,sin_estudios,3,rentada,89,497.46
H003254,14039,Guadalajara,56,F,secundaria,1,propia,50,289.97
H003255,14039,Guadalajara,57,M,secundaria,1,propia,78,239.13
H003256,14039,Guadalajara,51,F,primaria,0,propia,32,233.25
H003257,14039,Guadalajara,51,M,superior,0,propia,77,337.89
H003258,14039,Guadalajara,53,F,primaria,0,propia,46,301.24
H003259,14039,Guadalajara,33,F,primaria,0,rentada,40,213.08
H003260,14039,Guadalajara,40,M,sin_estudios,3,propia,45,523.72
H003261,14039,Guadalajara,39,F,secundaria,3,propia,64,324.57
H003262,14039,Guadalajara,53,F,media_superior,0,propia,116,462.53
H003263,14039,Guadalajara,43,F,secundaria,2,propia,109,211.68
H003264,14039,Guadalajara,47,F,secundaria,1,prestada,150,598.58
H003265,14039,Guadalajara,58,F,sin_estudios,0,prestada,54,552.13
H003266,14039,Guadalajara,55,M,media_superior,3,propia,60,639.21
H003267,14039,Guadalajara,43,F,secundaria,1,propia,29,359.96
H003268,14039,Guadalajara,37,F,secundaria,1,propia,137,341.58
H003269,14039,Guadalajara,59,F,secundaria,0,propia,76,503.66
H003270,14039,Guadalajara,54,F,superior,2,propia,127,680.34
H003271,14039,Guadalajara,26,F,media_superior,1,propia,138,375.84
H003272,14039,Guadalajara,41,M,media_superior,2,propia,44,187.98
H003273,14039,Guadalajara,47,F,secundaria,3,propia,71,309.49
H003274,14039,Guadalajara,54,M,sin_estudios,1,propia,133,698.26
H003275,14039,Guadalajara,56,F,secundaria,3,rentada,70,537.66
H003276,14039,Guadalajara,48,F,secundaria,0,prestada,34,436.54
H003277,14039,Guadalajara,52,M,media_superior,1,propia,165,313.67
H003278,14039,Guadalajara,46,F,secundaria,3,propia,61,819.18
H003279,14039,Guadalajara,37,M,primaria,2,propia,35,238.69
H003280,14039,Guadalajara,42,M,primaria,2,propia,229,383.11
H003281,14039,Guadalajara,45,M,primaria,1,rentada,38,471.99
H003282,14039,Guadalajara,45,F,media_superior,1,propia,40,461.09
H003283,14039,Guadalajara,22,F,superior,3,rentada,111,266.14
H003284,14039,Guadalajara,40,F,secundaria,6,propia,47,552.08
H003285,14039,Guadalajara,46,M,secundaria,1,propia,37,497.35
H003286,14039,Guadalajara,42,F,media_superior,6,prestada,125,413.01
H003287,14039,Guadalajara,42,F,primaria,2,prestada,104,460.89
H003288,14039,Guadalajara,51,F,primaria,4,rentada,49,298.72
H003289,14039,Guadalajara,32,F,primaria,3,prestada,71,877.34
H003290,14039,Guadalajara,25,F,superior,2,prestada,27,699.84
H003291,14039,Guadalajara,41,F,sin_estudios,3,propia,51,283.26
H003292,14039,Guadalajara,54,F,secundaria,5,prestada,57,353.89
H003293,14039,Guadalajara,65,M,primaria,3,rentada,24,639.6
H003294,14039,Guadalajara,54,F,secundaria,2,propia,45,514.48
H003295,14039,Guadalajara,27,F,primaria,1,propia,126,404.65
H003296,14039,Guadalajara,42,F,superior,0,rentada,90,245.67
H003297,14039,Guadalajara,48,F,primaria,4,propia,39,257.27
H003298,14039,Guadalajara,47,F,superior,4,rentada,28,398.43
H003299,14039,Guadalajara,51,F,secundaria,1,propia,88,817.44
H003300,14039,Guadalajara,34,F,secundaria,3,propia,41,651.62
H003301,14039,Guadalajara,46,M,media_superior,5,propia,140,511.8
H003302,14039,Guadalajara,50,F,secundaria,1,prestada,55,539.92
H003303,14039,Guadalajara,55,F,primaria,2,prestada,51,137.72
H003304,14039,Guadalajara,35,F,media_superior,3,prestada,118,443.99
H003305,14039,Guadalajara,41,F,secundaria,2,rentada,53,442.17
H003306,14039,Guadalajara,38,F,secundaria,2,rentada,101,199.07
H003307,14039,Guadalajara,39,F,media_superior,3,propia,56,1053.79
H003308,14039,Guadalajara,33,F,secundaria,3,propia,86,476.18
H003309,14039,Guadalajara,47,F,primaria,3,propia,48,498.44
H003310,14039,Guadalajara,44,M,primaria,0,propia,156,275.14
H003311,14039,Guadalajara,48,F,primaria,2,rentada,30,435.62
H003312,14039,Guadalajara,34,F,secundaria,6,propia,32,414.14
H003313,14039,Guadalajara,51,F,primaria,3,prestada,52,918.8
H003314,14039,Guadalajara,30,F,primaria,3,prestada,38,596.39
H003315,14039,Guadalajara,45,M,media_superior,3,propia,49,422.75
H003316,14039,Guadalajara,42,F,primaria,7,propia,37,195.52
H003317,14039,Guadalajara,49,F,primaria,0,rentada,83,219.69
H003318,14039,Guadalajara,46,M,media_superior,0,rentada,156,121.33
H003319,14039,Guadalajara,42,F,media_superior,1,rentada,62,331.99
H003320,14039,Guadalajara,27,F,media_superior,7,rentada,42,486.84
H003321,14039,Guadalajara,27,F,primaria,2,rentada,93,399.59
H003322,14039,Guadalajara,38,M,secundaria,3,prestada,137,515.79
H003323,14039,Guadalajara,45,F,superior,3,propia,132,1011.86
H003324,14039,Guadalajara,38,F,primaria,2,prestada,86,251.54
H003325,14039,Guadalajara,53,F,sin_estudios,3,rentada,35,250.85
H003326,14039,Guadalajara,42,F,primaria,1,propia,58,407.55
H003327,14039,Guadalajara,33,F,superior,3,propia,71,190.55
H003328,14039,Guadalajara,42,F,primaria,2,prestada,61,374.72
H003329,14039,Guadalajara,48,F,secundaria,3,propia,201,313.32
H003330,14039,Guadalajara,49,F,secundaria,4,rentada,38,216.85
H003331,14039,Guadalajara,68,F,superior,3,propia,38,214.31
H003332,14039,Guadalajara,37,M,primaria,5,propia,37,303.42
H003333,14039,Guadalajara,44,M,secundaria,4,propia,130,281.5
H003334,14039,Guadalajara,50,M,superior,3,propia,67,327.29
H003335,14039,Guadalajara,45,M,primaria,4,propia,33,703.83
H003336,14039,Guadalajara,39,F,secundaria,2,propia,26,616.29
H003337,14039,Guadalajara,26,M,sin_estudios,6,propia,123,459.11
H003338,14039,Guadalajara,39,F,primaria,4,propia,100,521.57
H003339,14039,Guadalajara,32,M,sin_estudios,3,propia,136,242.97
H003340,14039,Guadalajara,24,F,primaria,1,propia,41,507.65
H003341,14039,Guadalajara,35,F,primaria,2,rentada,188,244.61
H003342,14039,Guadalajara,32,F,media_superior,2,propia,68,501.56
H003343,14039,Guadalajara,52,M,secundaria,2,rentada,36,875.64
H003344,14039,Guadalajara,52,M,secundaria,2,propia,42,602.77
H003345,14039,Guadalajara,34,M,media_superior,0,rentada,42,574.31
H003346,14039,Guadalajara,42,F,superior,2,prestada,28,238.24
H003347,14039,Guadalajara,23,F,primaria,1,prestada,82,384.27
H003348,14039,Guadalajara,39,M,sin_estudios,1,rentada,37,438.9
H003349,14039,Guadalajara,50,F,primaria,1,rentada,31,620.35
H003350,14039,Guadalajara,55,F,media_superior,2,propia,32,280.6
H003351,14039,Guadalajara,36,F,media_superior,3,propia,40,372.44
H003352,14039,Guadalajara,58,F,secundaria,4,rentada,41,808.37
H003353,14039,Guadalajara,27,M,primaria,4,propia,51,400.25
H003354,14039,Guadalajara,30,F,secundaria,1,propia,78,141.76
H003355,14039,Guadalajara,54,M,secundaria,4,rentada,175,235.05
H003356,14039,Guadalajara,65,M,primaria,2,rentada,122,289.65
H003357,14039,Guadalajara,51,F,primaria,0,propia,112,247.92
H003358,14039,Guadalajara,45,F,primaria,1,prestada,128,439.88
H003359,14039,Guadalajara,19,F,media_superior,2,prestada,102,656.77
H003360,14039,Guadalajara,21,F,superior,0,propia,44,713.15
H003361,14039,Guadalajara,47,F,primaria,0,propia,167,736.08
H003362,14039,Guadalajara,41,M,superior,4,prestada,32,301.19
H003363,14039,Guadalajara,32,F,secundaria,1,rentada,127,355.39
H003364,14039,Guadalajara,46,F,secundaria,2,propia,124,376.97
H003365,14039,Guadalajara,46,M,media_superior,0,prestada,85,1470.81
H003366,14039,Guadalajara,56,M,secundaria,3,rentada,69,471.88
H003367,14039,Guadalajara,47,F,sin_estudios,3,rentada,107,370.95
H003368,14039,Guadalajara,60,F,primaria,3,propia,62,262.59
H003369,14039,Guadalajara,45,F,media_superior,1,rentada,57,679.51
H003370,14039,Guadalajara,44,F,secundaria,6,prestada,46,224.92
H003371,14039,Guadalajara,58,F,primaria,3,propia,41,442.57
H003372,14039,Guadalajara,33,F,secundaria,4,rentada,56,380.83
H003373,14039,Guadalajara,79,F,primaria,0,rentada,139,338.6
H003374,14039,Guadalajara,50,M,primaria,3,propia,37,931.1
H003375,14039,Guadalajara,50,F,media_superior,3,prestada,79,504.12
H003376,14039,Guadalajara,51,M,secundaria,1,prestada,42,625.63
H003377,14039,Guadalajara,68,F,primaria,1,propia,99,231.42
H003378,14039,Guadalajara,55,F,secundaria,4,rentada,121,626.65
H003379,14039,Guadalajara,26,F,superior,4,propia,28,734.82
H003380,14039,Guadalajara,62,M,primaria,3,propia,73,442.42
H003381,14039,Guadalajara,41,F,primaria,2,propia,103,319.59
H003382,14039,Guadalajara,46,F,primaria,1,rentada,34,270.8
H003383,14039,Guadalajara,30,F,sin_estudios,0,prestada,98,393.6
H003384,14039,Guadalajara,51,M,sin_estudios,1,propia,64,356.64
H003385,14039,Guadalajara,37,F,sin_estudios,4,propia,44,297.36
H003386,14039,Guadalajara,46,F,primaria,1,propia,32,482.46
H003387,14039,Guadalajara,42,M,secundaria,2,propia,129,426.54
H003388,14039,Guadalajara,68,F,primaria,4,propia,51,327.97
H003389,14039,Guadalajara,69,F,primaria,3,propia,74,330.48
H003390,14039,Guadalajara,46,F,media_superior,2,prestada,31,180.25
H003391,14039,Guadalajara,46,M,sin_estudios,1,prestada,26,360.51
H003392,14039,Guadalajara,41,M,primaria,3,propia,121,221.84
H003393,14039,Guadalajara,58,F,superior,3,propia,63,325.8
H003394,14039,Guadalajara,41,M,secundaria,0,rentada,67,443.61
H003395,14039,Guadalajara,40,M,secundaria,1,rentada,75,168.3
H003396,14039,Guadalajara,57,F,secundaria,0,propia,119,339.76
H003397,14039,Guadalajara,39,F,superior,3,prestada,134,451.62
H003398,14039,Guadalajara,45,F,primaria,2,propia,27,193.11
H003399,14039,Guadalajara,26,F,sin_estudios,3,propia,50,291.97
H003400,14039,Guadalajara,53,F,media_superior,4,rentada,29,210.64
H003401,14039,Guadalajara,68,M,sin_estudios,3,propia,67,568.15
H003402,14039,Guadalajara,54,F,secundaria,1,rentada,45,288.51
H003403,14039,Guadalajara,63,F,sin_estudios,3,prestada,48,282.24
H003404,14039,Guadalajara,35,F,primaria,3,prestada,51,562.37
H003405,14039,Guadalajara,48,F,secundaria,4,propia,49,340.97
H003406,14039,Guadalajara,34,F,secundaria,4,propia,53,863.02
H003407,14039,Guadalajara,42,F,secundaria,1,rentada,67,485.39
H003408,14039,Guadalajara,54,F,primaria,3,propia,57,468.66
H003409,14039,Guadalajara,46,F,primaria,1,rentada,36,475.61
H003410,14039,Guadalajara,28,F,media_superior,1,rentada,127,684.54
H003411,14039,Guadalajara,29,M,sin_estudios,1,propia,27,94.17
H003412,14039,Guadalajara,28,F,secundaria,3,propia,77,519.73
H003413,14039,Guadalajara,51,F,secundaria,6,propia,69,263.39
H003414,14039,Guadalajara,70,F,primaria,3,prestada,48,223.22
H003415,14039,Guadalajara,61,F,primaria,3,propia,93,356.96
H003416,14039,Guadalajara,22,F,media_superior,1,prestada,50,365.84
H003417,14039,Guadalajara,62,F,primaria,3,rentada,59,172.85
H003418,14039,Guadalajara,56,F,sin_estudios,2,propia,67,222.67
H003419,14039,Guadalajara,26,M,superior,1,propia,62,201.23
H003420,14039,Guadalajara,41,F,primaria,2,propia,71,260.31
H003421,14039,Guadalajara,58,M,media_superior,2,propia,81,476.92
H003422,14039,Guadalajara,52,M,sin_estudios,4,propia,232,320.25
H003423,14039,Guadalajara,29,M,primaria,3,propia,98,432.48
H003424,14039,Guadalajara,52,F,secundaria,6,propia,107,266.1
H003425,14039,Guadalajara,19,M,sin_estudios,0,prestada,54,702.08
H003426,14039,Guadalajara,42,F,media_superior,4,prestada,40,309.46
H003427,14039,Guadalajara,59,M,primaria,3,rentada,48,568.57
H003428,14039,Guadalajara,45,F,secundaria,7,propia,68,390.94
H003429,14039,Guadalajara,39,M,media_superior,1,propia,100,267.84
H003430,14039,Guadalajara,56,M,secundaria,3,propia,27,1007.85
H003431,14039,Guadalajara,57,M,secundaria,1,propia,44,662.76
H003432,14039,Guadalajara,61,F,primaria,3,rentada,42,345.12
H003433,14039,Guadalajara,55,M,sin_estudios,5,propia,40,575.19
H003434,14039,Guadalajara,58,F,superior,2,propia,28,377.34
H003435,14039,Guadalajara,54,M,secundaria,2,prestada,48,336.16
H003436,14039,Guadalajara,48,F,secundaria,3,propia,92,277.1
H003437,14039,Guadalajara,46,M,secundaria,1,rentada,51,378.1
H003438,14039,Guadalajara,42,F,primaria,5,rentada,26,437.47
H003439,14039,Guadalajara,30,F,sin_estudios,1,propia,49,418.48
H003440,14039,Guadalajara,34,F,primaria,2,propia,25,493.51
H003441,14039,Guadalajara,42,F,secundaria,1,prestada,100,376.04
H003442,14039,Guadalajara,48,F,primaria,3,propia,170,211.44
H003443,14039,Guadalajara,62,M,sin_estudios,2,rentada,64,454.9
H003444,14039,Guadalajara,44,M,secundaria,0,rentada,95,273.15
H003445,14039,Guadalajara,57,M,secundaria,3,propia,36,178.8
H003446,14039,Guadalajara,58,M,secundaria,2,propia,70,338.19
H003447,14039,Guadalajara,42,F,media_superior,3,rentada,57,295.44
H003448,14039,Guadalajara,52,F,secundaria,3,propia,117,255.77
H003449,14039,Guadalajara,42,F,sin_estudios,2,rentada,38,207.47
H003450,14039,Guadalajara,61,F,media_superior,2,propia,55,423.21
H003451,14039,Guadalajara,53,F,secundaria,2,rentada,27,277.06
H003452,14039,Guadalajara,31,M,secundaria,3,prestada,91,244.3
H003453,14039,Guadalajara,47,F,superior,0,rentada,37,444.64
H003454,14039,Guadalajara,65,M,primaria,4,rentada,46,338.85
H003455,14039,Guadalajara,43,F,secundaria,5,propia,31,436.7
H003456,14039,Guadalajara,50,M,primaria,1,prestada,50,345.75
H003457,14039,Guadalajara,52,F,sin_estudios,3,propia,95,434.87
H003458,14039,Guadalajara,33,M,secundaria,4,prestada,74,191.96
H003459,14039,Guadalajara,51,F,primaria,2,rentada,140,711.09
H003460,14039,Guadalajara,28,F,sin_estudios,2,propia,36,170.25
H003461,14039,Guadalajara,37,F,secundaria,2,propia,58,543.18
H003462,14039,Guadalajara,58,F,primaria,4,prestada,128,351.0
H003463,14039,Guadalajara,49,F,secundaria,2,propia,30,987.29
H003464,14039,Guadalajara,41,F,sin_estudios,5,propia,133,379.62
H003465,14039,Guadalajara,50,F,secundaria,3,propia,168,503.57
H003466,14039,Guadalajara,44,M,secundaria,2,prestada,27,146.36
H003467,14039,Guadalajara,45,F,secundaria,1,propia,48,650.9
H003468,14039,Guadalajara,53,F,media_superior,2,propia,27,459.32
H003469,14039,Guadalajara,36,M,superior,1,propia,52,166.78
H003470,14039,Guadalajara,45,F,sin_estudios,6,propia,43,275.63
H003471,14039,Guadalajara,41,M,primaria,3,propia,33,324.18
H003472,14039,Guadalajara,26,F,media_superior,1,propia,24,609.53
H003473,14039,Guadalajara,34,F,secundaria,4,propia,184,329.92
H003474,14039,Guadalajara,64,F,superior,6,rentada,74,208.9
H003475,14039,Guadalajara,50,F,media_superior,4,propia,117,304.0
H003476,14039,Guadalajara,29,F,media_superior,2,propia,30,477.64
H003477,14039,Guadalajara,27,M,sin_estudios,2,rentada,44,355.49
H003478,14039,Guadalajara,44,F,primaria,4,rentada,28,502.61
H003479,14039,Guadalajara,64,M,secundaria,4,propia,41,124.7
H003480,14039,Guadalajara,43,F,secundaria,1,propia,122,850.16
H003481,14039,Guadalajara,61,F,media_superior,1,prestada,43,369.01
H003482,14039,Guadalajara,49,M,superior,0,propia,54,431.9
H003483,14039,Guadalajara,51,M,primaria,6,prestada,36,552.12
H003484,14039,Guadalajara,29,F,secundaria,1,propia,100,661.26
H003485,14039,Guadalajara,56,F,media_superior,0,propia,39,628.72
H003486,14039,Guadalajara,41,F,media_superior,3,propia,142,262.43
H003487,14039,Guadalajara,55,F,media_superior,5,rentada,46,176.69
H003488,14039,Guadalajara,35,M,secundaria,2,propia,139,470.56
H003489,14039,Guadalajara,47,F,superior,1,rentada,58,643.44
H003490,14039,Guadalajara,49,M,primaria,3,propia,63,471.56
H003491,14039,Guadalajara,43,F,primaria,2,propia,157,147.25
H003492,14039,Guadalajara,50,F,primaria,2,propia,75,949.1
H003493,14039,Guadalajara,42,F,secundaria,3,prestada,91,298.17
H003494,14039,Guadalajara,37,F,media_superior,1,prestada,69,555.54
H003495,14039,Guadalajara,64,F,secundaria,2,propia,68,160.2
H003496,14039,Guadalajara,58,M,secundaria,5,propia,136,709.13
H003497,14039,Guadalajara,36,M,primaria,1,prestada,75,592.58
H003498,14039,Guadalajara,52,M,media_superior,3,propia,27,311.4
H003499,14039,Guadalajara,36,F,primaria,3,propia,57,675.23
H003500,14039,Guadalajara,31,M,secundaria,3,propia,170,410.76
H003501,14039,Guadalajara,57,M,primaria,4,propia,33,551.51
H003502,14039,Guadalajara,25,M,secundaria,2,prestada,134,359.4
H003503,14039,Guadalajara,56,F,secundaria,2,rentada,65,275.18
H003504,14039,Guadalajara,42,F,secundaria,1,propia,85,856.56
H003505,14039,Guadalajara,42,M,secundaria,0,rentada,60,469.18
H003506,14039,Guadalajara,50,F,superior,2,rentada,66,203.06
H003507,14039,Guadalajara,52,F,superior,2,propia,28,405.71
H003508,14039,Guadalajara,35,F,primaria,4,propia,66,519.68
H003509,14039,Guadalajara,54,F,primaria,3,propia,32,625.74
H003510,14039,Guadalajara,46,F,sin_estudios,3,propia,76,994.87
H003511,14039,Guadalajara,30,M,primaria,6,propia,58,502.45
H003512,14039,Guadalajara,43,F,primaria,3,propia,25,273.44
H003513,14039,Guadalajara,62,F,superior,1,propia,88,344.42
H003514,14039,Guadalajara,65,F,superior,4,rentada,54,683.36
H003515,14039,Guadalajara,54,M,primaria,3,propia,75,277.61
H003516,14039,Guadalajara,31,F,media_superior,2,rentada,69,416.81
H003517,14039,Guadalajara,51,F,media_superior,2,rentada,121,305.81
H003518,14039,Guadalajara,55,F,primaria,2,rentada,90,329.73
H003519,14039,Guadalajara,54,F,media_superior,3,propia,80,342.69
H003520,14039,Guadalajara,54,M,superior,2,propia,44,420.96
H003521,14039,Guadalajara,49,F,superior,5,propia,125,357.08
H003522,14039,Guadalajara,44,M,media_superior,0,propia,40,183.83
